	questionText	intent	answerText
1677	I haven't uttered one word to my boyfriend in days. Now I'm over it and don't know how to approach the situation?	relationships	"In any relationship, it is important to be able to say ""I'm sorry"" because it shows vulnerability and openness. I recommend that you sit and have a discussion with him now that you are calm about why you were upset and how you would like to handle such incidents in the future. If you find yourself becoming upset again, I encourage you to take a 20 minute break and then come back to the conversation once you are no longer heated. Studies show that talking or discussing arguments are more effective once you have cooled down and you are more likely to hear/understand what your partner is trying to convey."
1678	"I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me.
 How can I stop it? I know the mistakes that I've made in my life. I'm having a really hard time getting back on my feet. Can you help me please?"	relationships	I want to applaud you for taking this first step towards realizing that this is an issue and wanting to do something about it.  You are already on the road to a happier life with this realization.  A lot of women do not recognize that it may be something about them that continues to attract a man like this and will only blame it on the men for treating them that way.  Until you realize there is a problem you won’t start looking for a solution.Don’t misunderstand me!  The abuse is not your fault! You are seeing a pattern, though, so this does need to be addressed. First, go and buy the book “Boundaries: Where You End and I Begin” by Anne Katherine.  Read it.  This book describes many situations that are similar to yours, describes how a person came to be that way, and how to stop it.  You will have to learn to set good boundaries in your life and to maintain them.Be single for a while.  Stay single until you feel like a whole, healthy, happy person on your own.  Often we get in a relationship because of a need.  If you feel like you need a person in your life to make you a whole person then you are in a relationship for the wrong reasons.  The first step is to work on whatever it is in you that makes you feel like you need another person in your life.  Identify those needs and then learn to fulfill them on your own.I was doing a couples therapy session and the husband was being emotionally abusive to the wife.  This was a recurrent theme for her, like you are saying it is for you.  However, she had been doing a lot of work on her own and in private therapy, and this was a new relationship.  Obviously she still had not “gotten it right” because she did once again attract a man with these tendencies.  The difference this time was that she had done a lot of work on herself and had become a stronger person.  When she looked at him in our session and said to him “I don’t need you. I want you.  But not if you are going to continue to act like this.  So you leave the house and don’t come back until you are ready to make some changes.”  She stuck to that, too.  He didn’t leave for two more days because he kept telling her he would do different and begging to be allowed to stay.  She had drawn a boundary and stuck to it, and he left. She was fully prepared to be single again.  They actually did end up working things out in the end.You can’t let someone stay and continue to treat you badly.  Sure, a marriage takes work and compromise on both sides.  Couples therapy can help you both learn to communicate in a healthier way with each other and can help you realize what areas in the relationship need work.  You may not realize how some of the things you say to him comes across, and he may not realize how what he says does to you.  A therapist can help you with this so that you both learn how your words can hurt. But you need to know your boundaries and be prepared to stick to them and not compromise your boundaries.  That means following through on the threat to leave when he continues to abuse you.  Someone can’t do that if they are too scared to be alone.  If they feel they need the other person in their life. These patterns are developed in early childhood from what we learn from our parents.  When someone has grown up in a dysfunctional family, it is all they know.  Even when you can say that you realize it is a problem, you still don’t know how to stop it because you never learned any other way of interacting with people.  Something that took a lifetime to learn will take time and work to overcome.  Be patient with yourself and find a good therapist.  You can’t change your partner.  Work on you, and when you begin to heal and feel healthy, the right people will come into your life and stay.  The more you focus on trying to change the wrong ones to be what you want the more frustrated you will become.
1679	I have been with a guy for 4 years, he's a great guy and we also have a son together. The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person. Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that. What should I do?	relationships	Hi there. Wow, this sounds like a sticky situation; however, I’m here to help guide you through this decision. First and foremost, you must ask yourself, if you ever loved your sons’ father or was it a situation to where you two got pregnant and stayed together for the child. It’s very common to stay with your partner when a child is involved regardless, if love is involved or not because “it’s the right thing to do.” Right? Well, not entirely. Although, staying with your partner because you have a child together may seem right, in fact, it hurts the child in the long run. If you are not love with your partner, you will show distance, unhappiness, sadness, possibility of frequent arguments and cheating. When a child grows up in the home and witnesses these types of emotions & behaviors it is unhealthy as he/she will expect their own relationships to be such. As a responsible adult, you are supposed to be there to shape and model the future for your child. Just remember, what you do, your child will model. Secondly, do not sell yourself short from love. Everyone deserves to be happy and to have someone to share their love and intimacy with. However, being in love with someone you have never seen before can be very risky. Honestly, that sounds like lust and the longing of love. Humans have needs and when people are unhappy in their current relationship, they often seek out what they need. If you decide to pursue the second relationship, I would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days. Finally, I am not convinced that this has anything to do with choosing between two guys. This seems as if you are making a decision to end the relationship with your child’s father or not. You should ask yourself, if you were in love with your child’s father first off. If you were, you would have never sought after love. I hope this was helpful for you and I hope I was able to shed a different light on your situation. Take care of yourself!
1680	I have been with this guy on and off for 8 years. At first, we used to do things together and our sex life was ok. Then things started to change, we'd break up and reconnect, and he cheated on me numerous times. We've also had two beautiful baby girls during this time. Now we argue and he says I am not affectionate at all or I don't know how to please a man, when I work part-time, take care of a 2 year old and a 5 month old and cook. Sometimes he cooks, but he also spends a lot of time on the internet. In addition, I have 2 boys and he has 1 son. I feel somewhere I have lost something. It's not that I don’t care, I truly love this guy, but I'm just tired of being the one who is always being judged. Please, I am in need of a Christian counselor to help us because I really need to speak to someone.	relationships	I don't think you’ve lost something, I think you’ve found something - your breaking point, and it's about time. Your boyfriend seems to be a very selfish and immature man who reconnects with you when it's convenient for him. Obviously, he has his own issues, but I want to address yours. I agree you need to talk to someone. The fact that you’ve put up with his repeated cheating and then letting him blame you for it (by saying you're not affectionate enough, etc.), tells me you probably have low self-esteem and have likely told yourself over the years that you don't deserve any better. You do! You may truly love this guy, but based on his behaviors, he does not love you, not in the way you deserve.  And although you may want to believe he can change, he has proved over and over again that he's not willing to, so you need to do what is best for you and your children. What would you tell your daughters if someone was treating them this way? Would you want your sons to treat women this way? That's what you're teaching your children when they see this.Like I said, I agree that you should talk to someone. You can ask your boyfriend to go too, but my guess is he won't. Even if he does, you should still see someone individually to work on YOU. I understand it's not easy to just kick him out, especially since you have children together, but a counselor can help you talk through all the details while helping you raise your self-esteem and self-worth.
1681	Me and my girlfriend just broke up. She said she loves me but is not in love anymore. This came out of nowhere. We seemed so happy together. It all started when she went to Missouri to visit her family. The first week she was there she was fine then once she went to this one sister’s house everything changed. That's when she told me she loved me but was not in love with me anymore. I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again. Then she told me to come to her in Missouri. So that's what I did. I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her. Once I got there everything was fine again.  She apologized for everything and said she didn't mean any of it then we were good for about a week. Then she went back to saying she didn’t love me anymore and had no feelings for me. The only thing that really gets me and makes me not want to accept this is that now she is pregnant. This wasn’t an accident. We were trying to get pregnant, so all this is hard to accept. I love her so much. I have never been bad to her. I've treated her the best I can. I wanted her to be my wife. I was going to propose to her when she got back. Now I'm losing my family and my mind. I don't know what to do.	relationships	I am sorry to hear of these troubles. I see a few issues here. I wonder why you were both trying to get pregnant when the relationship seemed troubled? Some people think that they can fix a broken relationship by getting pregnant, and all this does is bring up more problems.You say you never treated her badly, and I believe you. People in a relationship can still be unhappy even when there is no abuse or mistreatment going on. In fact, giving too much of yourself to the relationship and not having a “self” outside of this relationship can be unhealthy. It takes two whole, healthy, happy people who are that way when they are single to come together to make a whole, healthy, happy couple in a relationship. Expecting your partner to meet all your needs or to provide your happiness is not going to work.There are two books that I recommend you buy and read. One is Codependent No More. The other is Can My Relationship Be Saved?Sometimes when you cling and try even harder to hold onto someone, it makes you both miserable. You cannot change her and cannot change her mind. Sometimes the best thing is to let go. If it is meant to be, you will end up back together again. It seems like this is something that she needs to decide since she is the one that keeps doing the leaving. I suggest backing off and letting her go. Maybe she needs time to clear her head and make up her mind. If it is meant to be, she will come back. If not, use this time to work on being a healthy happy you on your own.
1703	I have always wanted to have a transition from male to female for some time now. This issue has persisted for 10 years already but I don't know where to start. I do not have the soundest information either.	lgbtq	Wonderful!  I am so excited for you.  What a huge decision.  I am writing from Toronto Canada so it is hard for me to direct you specifically.  I would start with two things 1) Find a doctor that is comfortable perscribing hormones and 2) find a Counsellor or Therapist that is transgender specialized.  They will know how transitioning works in your health care system and other supports as well.  Google is a wonderful way to find these resources.   I wish you well. Thanks for writing!
1713	I have been noticing myself really enjoying watching/reading about gay or lesbian couples. I've also been imagining what it might be like to date a girl, and I like the idea. I also find guys cute too. Does this make me bisexual?	lgbtq	Hello!  Thank you for your question.  Exploring your sexual orientation and attraction is a wonderful opportunity to get to know yourself!  I would be curious to know what feelings you might have related to the possibility of being bi; What messages you may have received related to this orientation and any concerns you have about possible sexual orientations.
1714	I got sick really bad and was throwing up for three days and nights. I thought I was going to die. Then about a week later, I started having this desire to be female. I never had this desire before. All I can think about is being a woman. I don't get pleasure from my penis anymore either. Women are attractive, but not like before. I can also find men attractive now. I'm too ashamed to tell anyone.	lgbtq	"Hello, and thank you for reaching out to ask for help. Surely this is a very confusing time for you! If you have never had these
feelings and desires it could certainty shake everything you thought you knew
about yourself. 
My guess is that you becoming sick around the time that this
started is likely a coincidence, but I understand how you would make the
connection. 
I have a feeling that a few things may be going on here. It
is really hard to say since I don’t know you, how old you are, etc. But, I will
share you with you some thoughts. 
Some people, when they have undesirable thoughts that really
surprise them, have a really tough time getting rid of them. Our reaction to
the thought can be very strong and our tendency to try to block it out, stuff
it, avoid it, etc. is not always successful. In fact, it’s usually not. 
It’s like telling you not to think of pink elephants. I
would be willing to bet that you thought of a pink elephant just now. 
So, rather than fighting thoughts that you find confusing,
sometimes it is helpful to allow yourself to explore the thought with curiosity
and without judgement. Where is this thought coming from? What are my feelings
about it? Asking yourself these questions may help you come to a resolution
about what is going on. 
One possibility is that you have developed an anxiety about
your thoughts and now you are in the process of obsessing about them, but
another possibility is that you are legitimately exploring your sexuality and
gender. I get the feeling from your question that you do not want to believe
that it is second possibility. And that is okay. 
You can try some of my suggestions, but you can also see a
counselor who may be able to help you work through your confusion. I would
suggest someone who has experience working with sexuality issues. You can
usually find out what a counselor works with on their website. What is
important is that you find someone who is non-judgmental about what you are
experiencing. 
 
I wish you well.
Robin J. Landwehr, DBH, LPC, NCC"
1717	I've recently thought that i could be transgender but I've never had the mind of a girl.	lgbtq	"Hello Frostproof,Thinking about becoming transgender and being transgender are slightly different.  This is a topic that is best discussed with a therapist that specializes in LGBTQ issues.  From what you have written it sounds as if you still have some confusion as to where you fit in with the ""labeling system"".  While labels provide a means to quickly identify and classify, they can also feel restrictive or confining.  Instead of focusing on fitting into a specific classification, explore who you are as a person and celebrate your positive qualities and those things that make you uniquely you!  There are many options for you to find a therapist and e-therapy is also an option.  You can try Breakthrough an online service.   Here is some reading for refection that you may find helpful.  Yin Yang Woman Man http://dld.bz/ejVK2  What does it mean to be a woman or a man?"
1720	I can't understand what I pay attention to.	behavioral-change	One way to concentrate is that if your mind starts to wonder then remind yourself to bring your attention back.Start with short time spans of expecting yourself to concentrate.  You'll more likely succeed with concentrating with small time spans than longer ones.Once you start seeing your success, this will motivate you to try increasing the length to expect yourself to concentrate.The task of self-reminding is the same, whether for long or short time periods.Also, before starting this exercise ask your medical doctor if the problem can be related to a physical health problem.If there is, then have the possibility ruled out that your difficulty concentrating comes from the mental ability to concentrate, and not some medical reason preventing this.Before someone can engage their psychological will there must be a clean medical body and mind with which to work.
1748	I read that you should ignore them and they have to come to a conclusion that they were wrong on their own terms. Is that correct?	behavioral-change	It is not correct because someone who is narcissistic believes they are always right.If you ignore the person, then their thinking is that there is something wrong with you.Ignoring the person to the degree this is possible in the situation or relationship, will spare you to be misunderstood further.
1749	People always judge others so rudely.	behavioral-change	I agree with you and this is emotionally painful to watch or be on the receiving side.Depending on who is the person doing this and your relationship to them, it is possible to kindly point out that the person may unnecessarily hurt someone's feelings.If you express your thoughts and give your guidance, then whatever the person does afterwards, you have the peace of knowing you tried to redirect this behavior.
1750	I've developed a really intense and unexpected attraction to An actress after seeing her in a ballet uniform while guest starring on a television show. I try, but I can't get her out of my mind. What should I do?	behavioral-change	Why not make good use of your unexpected attraction to study the features you consider attractive in someone.Attraction based on physicality is normal.  As long as you have no negative thoughts of doing harm to the person or yourself which are connected to the attraction you feel, and so long as your attraction isn't stopping you from doing your daily life responsibilities such as work, to take care of your daily needs and any responsibilities you have for other people, then eventually it will lose its power on you.
1751	I am extremely possessive in my relationships and this is hurting my friendships. How can I fix my underlying issues?	behavioral-change	"Hi there. It's great you are able to realize there are other issues going on with someone who feels possessive. At the root of it is fear. Fear of losing someone, fear of being alone, fear of not being good enough. All those fears can lead to low self-esteem and feeling like you have to control other people so you don't lose them. The thing is, controlling other people only pushes them away. Vicious circle, right? What I would suggest is some cognitive therapy to change those underlying ways of thinking. You can start with this assignment. Write down all the things you think about yourself, positive and not-so-positive. Then rewrite those not-so-positive things so they are positive. For example, thinking something like, ""I'm too pushy"", can be rewritten as, ""I'm assertive and I go after what I want."" It can be hard to do since we tend to get ""stuck"" in our negative ways of thinking about ourselves. If you have someone you trust, you can ask for their help as well since most likely they see you differently than you see yourself.Finding a good cognitive therapist can help you further, but if that's not an option for you right now, there are lots of self-help books and websites that are out there. You've already taken the first step, so keep moving forward."
1754	I don't feel like myself anymore. For example, I could walk up an entire flight of stairs before realizing that my legs are moving. I feel like I’m watching my life be lived by someone else.	behavioral-change	You may be experiencing a form of dissociation called depersonalization.  People with this type of dissociation may feel disconnected from their bodies, feel that they are watching their bodies from a distance, or may not recognize their image in the mirror.  Dissociation sometimes occurs after someone experiences something traumatic.  I would suggest working with a therapist who specializes in dissociative disorders as dissociation does not typically resolve on its own.  On my website, I have some information specific to dissociation that you may find helpful.  Best of luck to you.
1755	"I was with my friends fishing by a pond. I found a frog and stabbed it with my friend's knife. I'm not sure why I did it. My friends saw me do it it and were shocked and got really mad at me.
   Now if someone brings it up I get really upset and panicked. I don't know why I feel like this. Does this mean there is something wrong with me?"	behavioral-change	The good news is your awareness that being violent to animals feels out of character for you.   I'm glad you have awareness and I'm glad you are not at ease with killing frogs.Fairly likely that you were acting out aggressively toward the frog, feelings of being on the receiving side of similar type of violence.Basically, you did unto the frog what someone has or to you, feels like, has been done to you.Use your surprising finding of how strong your anger and most likely inward pain.   Reflect on your closest relationships and how these people treat you.   It is possible you feel more hurt by someone who is close to you than you ever realized.Stabbing innocent frogs is wrong.  It is understandable as a way to show you how much inner pain you probably have.It is also wrong that someone close to you hurt you.The direction to go is to recognize your pain and then decide how to go about changing what is possible on your side of that or those relationship(s).
1756	Sometimes, when I look at my pet cat, I think about how innocent he is and how somebody could hurt or kill him. It makes me sad because I love him, but I always think about how helpless he is. There've even been split-seconds where I felt almost tempted to kick him, followed by shame and guilt.	behavioral-change	A lot of different things could be happening here. Do you feel angry or sad or anxious when you think about how helpless he is? If you have not actually kicked him, then I would encourage you to look at feelings other than guilt, since you did not hurt him. What else is there?It would probably be very helpful to talk with a therapist about the specifics of this so that you can see what else is happening for you. It could be that you feel safe with your cat, so strong emotions come up because you feel safe.
1757	She was diagnosed a type one diabetic two years ago and had a very tough time dealing with it. She has an attachment issue also; her mother just moved to a much nicer home, and she gets angry and demands to go back to her prior home. We do not understand what is going on, and it is driving us crazy.	behavioral-change	There are many possible answers here. It could be that she misses friends, that she felt safe in the other house (emotionally safe and comfortable), or dozens of other things. Will she talk about it when she's not mad? You mentioned that she has an attachment issue. It could also be that she was attached to the house. It's not the same as being attached to a person, but possessions and safe places certainly mean a lot.
1758	My daughter basically freaked out out of nowhere over me saying “calm down” when she dropped her phone. Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me. She seems unable to stop herself at times.	behavioral-change	"Bipolar disorder has a lot of different components. If this is a one-time event, it could be that your daughter had an intense moment of anger and the phrase of asking her to ""calm down"" may have made her feel as though you weren't understanding what she was saying. Bipolar disorder also includes feelings of depression. When this is coupled with intense anger and acting or speaking without thinking, these can be part of bipolar disorder, but that wouldn't be the whole picture of what bipolar disorder would look like. It may be helpful to track differences that you notice in your daughter's mood and any patterns related to the times of day or what seems to lead her to be upset. Patterns are very helpful in figuring out what is happening."
1759	I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.	behavioral-change	I know some people do better when they don't have as much junk food in the house. This is not as tempting then. Having said that, maybe you can reward yourself with different things, such as having dessert on certain days. If you are concerned about mostly eating habits, consider seeing a nutritionist. They can help you find the balance between what it is that you really want and your goals. I'm not sure how this links to happiness for you, but hopefully looking at your choices can lead you toward your goal of being healthier.
1760	I've felt this way for two years. I feel so much better now then I did when it started, but it is still there in the back of my mind at all times.	behavioral-change	"Best answer that I can give to you is that some level of de-personalization is quite normal for everyone, it will come and go throughout life, kind of like being on a roller-coaster, ""here it is, then it's gone not to return for quite some time"", like many things, the more that you fixate on it, the more stress it will cause you, consider it part of life, accept it, and move on, now if your having many, many ,many of these episodes or have some auditory or visual hallucination or disturbances or emotional unbalancing that accompany it than that is definitely something to look at, but for the most part nothing to worry about. Hope this helps,C"
1761	It's been like a couple of years that I've been feeling like this. I don't want to self-diagnose, but I get so sad and cry and then I feel better. But then I get upset with people so quickly, and I hurt their feelings. It's this constant rollercoaster, and it's hard.	behavioral-change	"Hello, and thank you for your question. Bipolar disorder is generally characterized by extreme changes in mood, ranging from mania (highs) to depression (lows). There are different types; however, so here is a website that gives you a list of symptoms for mania and depression in bipolar disorder: http://www.webmd.com/depression/guide/bipolar-disorder-manic-depression?page=2After reviewing these symptoms, if you believe you may have bipolar disorder, then you may want to see your primary care provider or a counselor. Bipolar disorder is treatable, but for many people it requires the right medication and sometimes counseling to help people make behavior changes that are important for bipolar management. For example, some people may not get regular sleep, but proper rest is important for bipolar management. A counselor may talk to you about this and other lifestyle changes that you may need to make. The good news is that many people live happy, healthy, and productive lives with bipolar disorder. So, if it turns out that you do have bipolar disorder, it doesn't mean that things can't get better. There is currently no ""cure"" for bipolar disorder, but with proper medication and lifestyle management, people can do quite well.Hope this was helpful. Be well.Robin J. Landwehr, DBH, LPC, NCC"
1762	I just need to know if I'm really crazy or not.	behavioral-change	Do an internet research on psychosis symptoms and see if you have several of the symptoms.  If you do, seek a medical evaluation from your primary care physician.  There are great medications and psychotherapy that can help you live your life to the fullest.  There a many people who are diagnosed with psychosis and living a productive life.
1763	I start to think of an issue that doesn't even matter or something bad that happened years ago. Then, I cry, pull at my hair, plug my ears, hit myself, and throw things. In loud public places, I get on edge and start being sarcastic and moody. I have an awful fear of people leaving me (which normally ends up happening) and I feel like I'm too clingy.	behavioral-change	"There is a reason you are having breakdowns. I can't agree that they happen for ""no reason at all"".   Finding out the reason is going to be your biggest challenge because that may require you to dig deep into your past, uncover hurtful experiences, or recognize something that would be extremely pain.  However, if you don't find professional help to carefully guide you through whatever you may confront, the symptoms mentioned will continue and may even get worse.  There is a light at the end of the road but you need some help to find the right road to get on so you can see it."
1764	"I have an ex-boyfriend who just lies about everything. He is super lazy. He lies to everyone that he has a good job, builds trust, and then start borrowing money—and large amounts too. It has come to the point where he has gone through several group of friends. He is leaving a trail behind full of friends in debt because he would put on a sob story, borrow money, then disappear. He refuses to work, so he sits at home playing games all day and either lies to his mom for money or lies to his friends. I used to think his lying was due to his drug habit, but now I'm hearing from other ex-friends of his that this started even before the drugs got into his life. He would borrow anywhere from $5,000 to $50,000 from everyone and it would all disappear. He's in debt with bills. He doesn't gamble, but he spends his money on random stuff.
   Although he has this habit of lying compulsively and spending money, he seems to be a good person. He'll always give a homeless person all his change no matter what. My brother has epilepsy and is really antisocial—my ex-boyfriend makes an actual effort to socialize with my brother. He takes him out to the movies and plays video games with him. He drives me to school and work every day and picks me up—just basically the small things that add up to the fact that he's not totally a horrible human being. Is he just simple a pathological liar or is there something that could possibly be deep down in there?"	behavioral-change	It sounds like you have some ambivalent feelings towards your ex-boyfriend that are difficult to sort out. You notice that there are both desirable and undesirable things about him, and this is true of everyone to one degree or another. One question that I would have for you is, are you satisfied with your relationship with him as it currently stands? Are you happy with the boundaries between the two of you, or would you like them to be different? Negotiating through conflict and establishing different boundaries are definitely things you could work on with the help of a therapist. Another question I would have for you is, what would it mean for you to find out what motivates his behavior? Discovering the roots of such behavior is something that he would have to work on in his own therapy and not something that you and a therapist could discover without him.
1765	I noticed lately that I've been thinking a lot about death. I don't want to die, and I'm not suicidal. I just think about what would happen if I died or if someone I loved died. I imagine how sad everyone I know would be. I know it isn't worth it, and I definitely want to live and have a future. I just think about it. When I'm driving, I sometimes imagine what would happen if I just let go of the wheel and kept going.	behavioral-change	"I'll respond to your speculation that if you let go of the steering wheel while driving, you'll end up quite seriously hurt, at the very least.   It is fine to play in your mind with ""what ifs"".   People who write horror movie scripts most likely have some terrible sounding stories and suppositions.If you trust yourself to actually not follow through with an idea that may kill you, and you recognize the difference between thinking dangerous things and doing dangerous things, then go to the next step of understanding more about your thoughts on death.Since you wonder about being missed if you die, it is possible your thoughts about death are from feeling that you are metaphysically dead to people in your life whom you wish would show more interest in you.Play around with your idea as to why you'd consider how people will feel about you if you're not in their lives.This may offer some insight as to your expectations of current relationships with others."
1766	I was never like this. Recently this year (my first year of high school), I started getting emotional for no reason.	behavioral-change	"Hello Vancouver, It's really common for people to become very upset over small things sometimes. The small thing is a ""trigger"", and the emotions aren't so much about that event that's happening in the present; they are more connected to old events that evoked the same feeling. You've likely had too much of that feeling in your life and you've developed a sensitivity to it. Look at the small events that are triggers for you and ask yourself what same or similar emotion they evoke. If there's anger there, look underneath that. Is it powerlessness, worthlessness, hurt, shame...?  Then ask yourself when in your life you've experienced TOO much of that feeling. As a child, maybe, but not necessarily. That's the first step, and combined with empathy, compassion and self-esteem, you're starting to build what I call an emotional air conditioner. A good therapist can help you with the rest of this process and with learning ways of coping with emotions daily. I wish you the best."
1769	I never get infections or scars or anything, and it doesn't bother me if it gets filled up with blood or something, but I'm concerned.	behavioral-change	Hi Houston, The fact that you're concerned says a lot. If I was your therapist I'd ask you questions about your worries and how this is causing a problem in your life. You're causing perhaps permanent changes (damage?) to your body, and it's likely you're trying to express something...pain maybe? A therapist can help you to explore what's going on for you and how to get your needs for self-expression met in a more healthy way. Good luck!
1770	I feel that I am struggling with undiagnosed bipolar disorder, and it is making my day-to-day life extremely difficult.	behavioral-change	It sounds like you are experiencing a great deal of distress and you're wondering if it may meet a diagnosis of Bipolar disorder. There are a few different types of Bipolar diagnoses in the DSM (diagnositc and statistical manual) and the best way to find out if your experiences would meet that diagnosis would be to meet with a mental health professional. You can also look up the diagnosis online and see if what you are going through meets the criteria.One question that I would have for you is, what would it mean for you to find out that you meet the criteria for such a diagnosis? It sounds like whether or not you do, you are suffering and working with a therapist may help you get into a better place.
1771	For some reason, I look at my phone, and in no time, five hours has passed. During those five hours, I'm playing games and trying to find out how to make my phone fun to use so I don't feel like I wasted my time trying to improve my phone's performance in my life.	addiction	Start by spending small amounts of time with your own thoughts and feelings.Always being focused on what a phone offers keeps people at a distance from knowing themselves.As long as you make time to spend in an activity which is not interactive the way a phone is, and instead depends only upon your actions, you will be investing time and energy into your own life.Whether by consciously considering your own interests, or doing housecleaning or chores, by devoting yourself to areas which you decide to be involved in, you will increase your knowledge of your own interests.Then, to not be so involved with your phone will be natural and easy.
1778	They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.	legal-regulatory	The general rule against medical abandonment says thst whenever healthcare providers discontinue treatment with you when you still need it, they are legally required to make sure that you have access to another provider of equal or higher ability.In this case, if your treatment team decided to discontinue your treatment based on a diagnosis of schizophrenia, they still will likely be required to provide you with a referral to someone who can provide you with treatment. If you haven't already done so, I'd recommend that you explicitly ask for a referral.
1779	I had a dispute with my therapist regarding an appointment cancellation. Now, she is blocking me from seeing other psychologists at the same clinic (which takes my insurance), which is also where I get my psychiatric services. There is a strict 48 hour cancellation policy, and my appointments are at 3:00 on Tuesday. I called to cancel at 4:30 the previous Friday. I was late, so we contacted my doctor to tell her that I would be out of town. She said I could do a phone in session. The thing is we do double sessions.	legal-regulatory	My recommendation would be to try to talk to your therapist about this  from your description, it sounds like you have a legitimate explanation for missing your scheduled session. Maybe if you could explain that to her she would be willing to work with you. If she is not willing to consider your explanation and if she is not willing to continue working with you, she still has an ethical obligation to provide you with referral resources to another therapist.
1782	I think I have depression, anxiety, bipolar disorder, and I have anger issues. I told my mom over and over again. She told me she would get me a therapist, but she never did. I just found out that my mom can't afford a therapist for me.	legal-regulatory	It can be difficult to get counseling if you don't feel supported by family members.  There might be a few options.  If you are in school, I'd recommend talking to a school counselor or school nurse.  They often will be able to help you access free or affordable counseling resources in your community.  In addition, depending on where you live, it's also often possible to call 211 for referrals to free or low cost counseling services in your area.I'd encourage you not to give up. You are on the right track.
1783	I have major depression, severe, PTSD, anxiety disorder, and personality disorder. I had an appointment with my doctor. I was very upset, and I shared with him about that particular drug.	legal-regulatory	Your doctor might be required to tell your psychiatrist - especially if your doctor is concerned about your safety.It was definitely a good thing that you told your primary care physician about what is going on.  I know that must have been difficult to talk about with him.  By having that conversation, you are helping your primary care physician and your psychiatrist work together to best support your health.
1822	I'm in my late 20s. I have two jobs right now, I'm in school, and I feel like I just have a lot under my belt right now. I get stressed out really easily. I tend to worry and over-think. I'm just worried about money and everything.	stress	A good start is to pay attention to some basic issues: sleep, nutrition, exercise and socially supportive relationships. A great car on an empty tank will not get you very far.
1823	Is it a type of fetish, or is it normal?	human-sexuality	Maybe it is a way to secretly satisfy your own wish to be or to live life gay.
1824	I am a young adult, and I was sexually assaulted by an older man when I was a teenager (which has really intensified the guilt/shame). However, I've been attracted to much older men since I was even younger than that.	human-sexuality	Sometimes the reason for being attracted to older men is because of growing up with a father who was distant.If you grew up having enough interaction with your dad to know you'd have liked more and didn't receive this, then maybe your longings of childhood are still active within you.It is ok to like older men.Just be sure you're not idealizing them, or anyone else.Because regardless of age, a relationship is based on who the two people really are, not how we'd like imagining them.
1825	I have been experiencing a lot of sexual tension with a lot of the guys that I talk to nowadays. I keep imagining having sex with them. I have never had sex before, nor have I had a boyfriend. I feel lonely and empty. I feel like my body is not okay, and I am missing something. I talk to so many boys in school, and I always fantasize about half of them. I want this feeling to stop because it is interfering with my time to study since most of the time, I am busy thinking about sex.	human-sexuality	"Hi Montreal, I'm glad you wrote. What you're experiencing is normal. We're sexual beings. We have a built-in desire to connect sexually with others, because it feels good, to keep procreation going, and mostly to ""connect"" with other people, because connecting with others makes us feel fulfilled and valuable. Sexual desire is a healthy part of you. Maybe your body is telling you it wants to dive into that water and taste it instead of just staring at it? It sounds like you're beginning to explore yourself sexually, and that's okay.At your young age, you also have another innate burning desire, and that is to know yourself. I see both of these desires burning and competing in you. It's a bit of a crazy time...you want to connect with others but you're not sure who you are or what you want from them. You want to know yourself but you can't learn about yourself in a vacuum. It's okay to trust your instincts. It's okay to connect sexually with others, as long as you're preventing disease and pregnancy and you know how to protect your boundaries. But even as I write this, I think maybe I'm being controlling and overprotective of you; it's your body and you're in charge of what happens to it! (But I do want you to be safe...whatever that means to you). Maybe talk to someone you trust. With each encounter you have with other people (sexual or not), you will learn more about yourself and what you want, both sexually and just in relationship or friendship. You will develop a sense of who you are.Have you tried to get to know yourself sexually? This is a super place to start, and knowing how your own body works can give you confidence when you eventually connect with others. When you explore your own body, what feels good? What brings you to orgasm? I wish you well as you explore both who you are and how it feels to connect with others safely. :)"
1826	Back in high school, my friend and I used to masturbate around each other. I hate even talking about it now because it's so weird. We didn't even realize how messed up it was at the time. One time, it escalated and we ended up doing it for each other. It wasn't supposed to be a gay thing, but it sure sounds like it now that I talk about it. I pushed this away until it recently came up in my head again. I'm having a lot of trouble.	human-sexuality	Writing about your high school masturbation times with your friend, is itself a form of acknowledging the full picture of who you are.   You are doing well to reflect on your actions in the truthful way you are doing.Also positive is that you have perspective, that at your age and social maturity, you were innocently doing something that in adult terms, would be considered in a negative way.Maybe through your more mature mind's eye of today, you can feel some compassion and understanding for your high school self.  This way your sense of self-judgment may start to dissolve a little bit more.
